town,#rooms,storey_range_processed,floor_area_sqm,flat_model,remaining_lease
WOODLANDS,5,3,114,Premium Apartment,83
WOODLANDS,5,2,121,Improved,78
WOODLANDS,5,3,121,Premium Apartment,80
WOODLANDS,5,3,117,Improved,77
WOODLANDS,5,4,122,Improved,69
WOODLANDS,5,4,121,Improved,80
WOODLANDS,5,2,125,Premium Apartment,80
WOODLANDS,5,4,122,Improved,79
WOODLANDS,5,3,129,Improved,77
WOODLANDS,5,3,124,Premium Apartment,80
WOODLANDS,5,3,124,Premium Apartment,80
WOODLANDS,5,3,121,Improved,76
WOODLANDS,5,4,122,Improved,77
WOODLANDS,5,4,123,Improved,79
WOODLANDS,5,1,128,Premium Apartment,79
WOODLANDS,5,4,125,Premium Apartment,80
WOODLANDS,5,3,121,Improved,66
WOODLANDS,6,2,131,Apartment,82
WOODLANDS,6,3,141,Apartment,80
WOODLANDS,6,1,141,Premium Apartment,80
WOODLANDS,6,3,148,Apartment,76
WOODLANDS,6,1,143,Maisonette,79
WOODLANDS,6,2,146,Maisonette,69
WOODLANDS,6,3,130,Apartment,81
WOODLANDS,6,4,141,Apartment,80
WOODLANDS,6,4,151,Apartment,75
WOODLANDS,6,4,143,Apartment,77
WOODLANDS,6,2,162,Apartment,73
WOODLANDS,6,4,174,Apartment,75
WOODLANDS,6,4,192,Apartment,74
YISHUN,2,4,40,Model A,81
YISHUN,2,3,48,Model A,94
YISHUN,3,1,67,New Generation,65
YISHUN,3,2,67,New Generation,58
YISHUN,3,1,67,New Generation,66
YISHUN,3,1,67,New Generation,66
YISHUN,3,4,74,Model A,66
YISHUN,3,2,71,New Generation,63
YISHUN,3,2,68,New Generation,65
YISHUN,3,2,74,Model A,65
YISHUN,3,2,68,New Generation,66
YISHUN,3,1,67,New Generation,66
YISHUN,3,2,67,New Generation,66
YISHUN,3,3,68,New Generation,65
YISHUN,3,4,67,New Generation,65
YISHUN,3,2,67,New Generation,65
YISHUN,3,4,73,Model A,68
YISHUN,3,2,64,Simplified,66
YISHUN,3,4,73,Model A,68
YISHUN,3,3,82,New Generation,64
YISHUN,3,3,74,Model A,68
YISHUN,4,4,84,Simplified,69
YISHUN,4,2,84,Simplified,65
YISHUN,4,2,84,Simplified,69
YISHUN,4,2,84,Simplified,68
YISHUN,4,1,84,Simplified,69
YISHUN,4,2,86,Simplified,69
YISHUN,4,3,84,Simplified,69
YISHUN,4,2,84,Simplified,69
YISHUN,4,2,84,Simplified,67
YISHUN,4,4,84,Simplified,66
YISHUN,4,1,104,Model A,68
YISHUN,4,1,84,Simplified,66
YISHUN,4,1,97,New Generation,63
YISHUN,4,4,93,New Generation,65
YISHUN,4,4,104,Model A,69
YISHUN,4,5,84,Simplified,66
YISHUN,4,2,84,Simplified,69
YISHUN,4,1,84,Simplified,67
YISHUN,4,1,84,Simplified,67
YISHUN,4,4,84,Simplified,67
YISHUN,4,2,91,New Generation,73
YISHUN,4,4,84,Simplified,68
YISHUN,4,4,84,Simplified,66
YISHUN,4,2,104,Model A,68
YISHUN,4,2,93,New Generation,66
YISHUN,4,1,91,Model A,82
YISHUN,4,4,104,Model A,69
YISHUN,4,1,98,New Generation,65
YISHUN,4,3,108,Model A,64
YISHUN,4,1,96,New Generation,73
YISHUN,4,1,92,Model A,93
YISHUN,4,1,93,Model A,94
YISHUN,4,2,93,Model A,94
YISHUN,4,3,104,Model A,69
YISHUN,4,2,93,Model A,94
YISHUN,4,3,92,Model A,93
YISHUN,4,1,93,Model A,94
YISHUN,4,4,104,Model A,67
YISHUN,4,4,92,Model A,93
YISHUN,4,3,92,Model A,93
YISHUN,4,2,92,Model A,93
YISHUN,4,2,93,Model A,94
YISHUN,4,2,93,New Generation,65
YISHUN,4,2,91,New Generation,65
YISHUN,4,4,93,Model A,94
YISHUN,4,3,92,Model A,93
YISHUN,4,3,91,Model A,81
YISHUN,4,1,104,Model A,73
YISHUN,4,4,93,Model A,94
YISHUN,4,4,107,Model A,68
YISHUN,4,5,97,Model A,93
YISHUN,5,1,121,Improved,69
YISHUN,5,2,122,Improved,69
YISHUN,5,1,121,Improved,69
YISHUN,5,1,122,Improved,69
YISHUN,5,3,122,Improved,69
YISHUN,5,2,121,Improved,68
YISHUN,5,1,121,Improved,67
YISHUN,5,2,112,Improved,81
YISHUN,5,3,122,Improved,69
YISHUN,5,4,135,Model A,75
YISHUN,5,2,121,Improved,67
YISHUN,5,3,111,Improved,81
YISHUN,5,1,134,Model A,67
YISHUN,5,1,122,Improved,69
YISHUN,6,3,141,Apartment,68
YISHUN,6,3,145,Apartment,69
YISHUN,6,1,146,Maisonette,69
YISHUN,6,2,146,Maisonette,66
YISHUN,6,1,145,Maisonette,69
YISHUN,6,3,145,Apartment,69
YISHUN,6,3,146,Maisonette,69
YISHUN,6,4,146,Maisonette,69
YISHUN,6,1,146,Maisonette,69
YISHUN,6,1,169,Apartment,73
YISHUN,6,3,164,Multi Generation,68
ANG MO KIO,2,3,44,Improved,60
ANG MO KIO,3,1,66,Improved,74
ANG MO KIO,3,1,68,New Generation,60
ANG MO KIO,3,1,74,New Generation,59
ANG MO KIO,3,1,68,New Generation,62
ANG MO KIO,3,4,67,New Generation,61
ANG MO KIO,3,2,73,New Generation,59
ANG MO KIO,3,2,67,New Generation,60
ANG MO KIO,3,5,67,New Generation,65
ANG MO KIO,3,1,68,New Generation,60
ANG MO KIO,3,1,73,New Generation,59
ANG MO KIO,3,3,67,New Generation,60
ANG MO KIO,3,3,67,New Generation,58
ANG MO KIO,3,3,67,New Generation,60
ANG MO KIO,3,4,68,New Generation,65
ANG MO KIO,3,4,68,New Generation,60
ANG MO KIO,3,3,68,New Generation,61
ANG MO KIO,3,3,68,New Generation,62
ANG MO KIO,3,3,68,New Generation,60
ANG MO KIO,3,4,68,New Generation,61
ANG MO KIO,3,4,69,Improved,66
ANG MO KIO,3,4,67,New Generation,60
ANG MO KIO,3,5,67,New Generation,60
ANG MO KIO,3,2,67,New Generation,60
ANG MO KIO,3,3,74,New Generation,59
ANG MO KIO,3,1,81,New Generation,65
ANG MO KIO,3,3,74,New Generation,59
ANG MO KIO,3,4,73,New Generation,59
ANG MO KIO,3,4,81,New Generation,61
ANG MO KIO,3,2,82,New Generation,60
ANG MO KIO,3,3,82,New Generation,62
ANG MO KIO,3,1,82,New Generation,61
ANG MO KIO,3,3,89,New Generation,60
ANG MO KIO,4,1,92,New Generation,58
ANG MO KIO,4,2,92,New Generation,60
ANG MO KIO,4,3,93,New Generation,61
ANG MO KIO,4,1,91,New Generation,60
ANG MO KIO,4,1,102,Model A,73
ANG MO KIO,4,3,92,New Generation,58
ANG MO KIO,4,3,98,New Generation,59
ANG MO KIO,4,3,92,New Generation,62
ANG MO KIO,4,2,92,New Generation,60
ANG MO KIO,4,3,91,New Generation,61
ANG MO KIO,4,1,98,New Generation,58
ANG MO KIO,4,3,91,New Generation,57
ANG MO KIO,4,3,92,New Generation,60
ANG MO KIO,4,4,98,New Generation,58
ANG MO KIO,4,3,95,Model A,87
ANG MO KIO,4,7,95,Model A,82
ANG MO KIO,4,1,90,DBSS,92
ANG MO KIO,4,4,88,Model A,93
ANG MO KIO,4,5,94,Model A,93
ANG MO KIO,4,6,94,Model A,93
ANG MO KIO,4,5,90,DBSS,92
ANG MO KIO,4,9,96,Model A,93
ANG MO KIO,4,9,91,DBSS,92
ANG MO KIO,5,6,119,Improved,61
ANG MO KIO,5,4,127,Improved,73
ANG MO KIO,5,1,128,Improved,77
ANG MO KIO,5,4,133,Model A,77
ANG MO KIO,5,4,135,Model A,62
ANG MO KIO,5,8,112,DBSS,92
ANG MO KIO,5,6,117,DBSS,92
ANG MO KIO,5,5,117,DBSS,92
ANG MO KIO,5,4,121,Improved,93
ANG MO KIO,6,2,144,Apartment,77
ANG MO KIO,6,3,152,Apartment,77
BEDOK,2,2,45,Improved,59
BEDOK,2,1,45,Improved,66
BEDOK,3,2,59,Improved,59
BEDOK,3,2,59,Improved,58
BEDOK,3,2,67,New Generation,58
BEDOK,3,6,68,New Generation,60
BEDOK,3,1,67,New Generation,63
BEDOK,3,4,67,New Generation,60
BEDOK,3,1,67,New Generation,59
BEDOK,3,1,68,New Generation,61
BEDOK,3,2,68,New Generation,61
BEDOK,3,3,67,New Generation,58
BEDOK,3,2,64,Simplified,69
BEDOK,3,1,76,Model A,65
BEDOK,3,2,67,New Generation,66
BEDOK,3,2,65,Improved,56
BEDOK,3,2,65,Improved,56
BEDOK,3,5,65,Improved,58
BEDOK,3,2,68,New Generation,61
BEDOK,3,4,67,New Generation,58
BEDOK,3,3,59,Improved,56
BEDOK,3,2,67,New Generation,60
BEDOK,3,2,68,New Generation,61
BEDOK,3,4,65,Improved,58
BEDOK,3,2,67,New Generation,59
BEDOK,3,4,73,New Generation,59
BEDOK,3,4,60,Improved,66
BEDOK,3,3,64,Simplified,69
BEDOK,3,4,82,New Generation,60
BEDOK,3,4,68,New Generation,61
BEDOK,3,2,82,New Generation,66
BEDOK,3,1,83,New Generation,63
BEDOK,3,4,68,New Generation,61
BEDOK,3,2,82,New Generation,61
BEDOK,3,4,82,New Generation,60
BEDOK,3,4,68,New Generation,59
BEDOK,3,1,82,New Generation,66
BEDOK,3,5,82,New Generation,62
BEDOK,3,5,82,New Generation,62
BEDOK,4,4,84,Improved,58
BEDOK,4,2,98,New Generation,62
BEDOK,4,2,84,Simplified,66
BEDOK,4,3,83,Simplified,65
BEDOK,4,4,84,Simplified,67
BEDOK,4,5,84,Improved,58
BEDOK,4,4,91,New Generation,59
BEDOK,4,4,91,New Generation,58
BEDOK,4,4,83,Simplified,65
BEDOK,4,1,100,New Generation,62
BEDOK,4,1,109,Model A,77
BEDOK,4,4,92,New Generation,58
BEDOK,4,3,107,Model A,77
BEDOK,4,6,85,Model A,86
BEDOK,4,1,87,Model A,91
BEDOK,4,1,97,Model A,91
BEDOK,4,4,87,Model A,91
BEDOK,4,6,97,Model A,91
BEDOK,5,3,121,Improved,63
BEDOK,5,2,126,Improved,63
BEDOK,5,3,117,Standard,59
BEDOK,5,1,119,Improved,59
BEDOK,5,5,123,Standard,58
BEDOK,5,5,125,Standard,59
BEDOK,5,6,118,Standard,58
BEDOK,5,1,136,Adjoined flat,61
BEDOK,5,4,123,Standard,59
BEDOK,5,1,117,Standard,56
BEDOK,5,3,115,Premium Apartment,81
BEDOK,5,6,115,Premium Apartment,81
BEDOK,5,5,114,Standard,56
BEDOK,5,2,120,Improved,81
BEDOK,5,5,118,Improved,61
BEDOK,5,6,115,Standard,58
BEDOK,5,4,131,Model A,76
BEDOK,5,3,131,Model A,76
BEDOK,5,4,125,Improved,69
BEDOK,5,4,130,Improved,69
BEDOK,5,6,112,Improved,91
BEDOK,6,1,150,Maisonette,66
BEDOK,6,2,149,Maisonette,65
BEDOK,6,2,147,Maisonette,64
BEDOK,6,4,151,Maisonette,67
BEDOK,6,2,143,Apartment,74
BEDOK,6,4,146,Maisonette,66
BEDOK,6,3,143,Apartment,74
BEDOK,6,2,162,Adjoined flat,58
BEDOK,6,5,143,Apartment,74
BEDOK,6,3,142,Apartment,65
BEDOK,6,4,152,Maisonette,67
BISHAN,3,2,68,Improved,54
BISHAN,3,2,64,Simplified,69
BISHAN,3,3,64,Simplified,67
BISHAN,3,3,64,Simplified,67
BISHAN,4,1,95,New Generation,66
BISHAN,4,1,106,Model A,73
BISHAN,4,5,103,Model A,73
BISHAN,4,3,105,Model A,73
BISHAN,4,2,88,Simplified,68
BISHAN,4,4,95,New Generation,65
BISHAN,4,3,105,Model A,73
BISHAN,4,1,104,Model A,66
BISHAN,4,3,103,Model A,73
BISHAN,4,3,104,Model A,66
BISHAN,4,3,104,Model A,73
BISHAN,4,6,105,Model A,73
BISHAN,4,4,108,Model A,73
BISHAN,4,3,104,Model A,66
BISHAN,4,3,95,DBSS,92
BISHAN,4,13,95,DBSS,92
BISHAN,5,2,122,Improved,67
BISHAN,5,1,125,Improved,70
BISHAN,5,6,120,Improved,67
BISHAN,5,3,120,Improved,66
BISHAN,5,2,122,Improved,70
BISHAN,5,5,121,Improved,69
BISHAN,5,3,131,Improved,69
BISHAN,5,7,121,Improved,69
BISHAN,5,4,128,Improved,69
BISHAN,5,5,135,Model A,73
BISHAN,5,7,131,Improved,69
BISHAN,5,2,121,Improved,73
BISHAN,6,1,146,Maisonette,73
BUKIT BATOK,3,2,68,New Generation,66
BUKIT BATOK,3,1,73,Model A,66
BUKIT BATOK,3,1,67,New Generation,66
BUKIT BATOK,3,2,67,New Generation,78
BUKIT BATOK,3,1,65,Improved,68
BUKIT BATOK,3,2,64,Simplified,69
BUKIT BATOK,3,1,74,Model A,65
BUKIT BATOK,3,3,68,New Generation,69
BUKIT BATOK,3,1,67,New Generation,78
BUKIT BATOK,3,2,67,New Generation,67
BUKIT BATOK,3,3,68,New Generation,66
BUKIT BATOK,3,3,68,New Generation,69
BUKIT BATOK,3,3,74,Model A,65
BUKIT BATOK,3,2,74,Model A,65
BUKIT BATOK,3,2,73,Model A,66
BUKIT BATOK,3,2,68,New Generation,68
BUKIT BATOK,3,1,73,Model A,66
BUKIT BATOK,3,2,64,Simplified,68
BUKIT BATOK,3,2,73,Model A,65
BUKIT BATOK,3,2,74,Model A,65
BUKIT BATOK,3,4,73,Model A,66
BUKIT BATOK,3,4,68,New Generation,65
BUKIT BATOK,4,2,84,Simplified,67
BUKIT BATOK,4,1,84,Simplified,67
BUKIT BATOK,4,2,84,Simplified,67
BUKIT BATOK,4,1,84,Simplified,68
BUKIT BATOK,4,2,89,Simplified,67
BUKIT BATOK,4,3,84,Simplified,67
BUKIT BATOK,4,4,94,New Generation,69
BUKIT BATOK,4,2,104,Model A,66
BUKIT BATOK,4,2,104,Model A,67
BUKIT BATOK,4,1,96,New Generation,66
BUKIT BATOK,4,1,92,Model A2,79
BUKIT BATOK,4,2,91,Model A2,79
BUKIT BATOK,4,3,101,Model A,79
BUKIT BATOK,4,3,104,Model A,65
BUKIT BATOK,4,5,92,Model A2,79
BUKIT BATOK,4,4,98,New Generation,66
BUKIT BATOK,4,3,105,Model A,66
BUKIT BATOK,4,8,92,Model A,85
BUKIT BATOK,4,1,100,Model A,77
BUKIT BATOK,4,6,103,Model A,78
BUKIT BATOK,4,3,92,Model A2,79
BUKIT BATOK,4,2,104,Model A,65
BUKIT BATOK,4,1,104,Model A,66
BUKIT BATOK,4,7,92,Model A,85
BUKIT BATOK,4,3,100,Model A,78
BUKIT BATOK,5,2,121,Improved,66
BUKIT BATOK,5,4,122,Improved,66
BUKIT BATOK,5,4,121,Improved,66
BUKIT BATOK,5,3,121,Improved,78
BUKIT BATOK,5,1,133,Model A,66
BUKIT BATOK,5,3,110,Improved,85
BUKIT BATOK,5,6,115,Improved,85
BUKIT BATOK,5,5,121,Improved,78
BUKIT BATOK,5,5,121,Improved,78
BUKIT BATOK,5,4,113,Improved,84
BUKIT BATOK,6,2,152,Apartment,74
BUKIT BATOK,6,3,146,Maisonette,67
BUKIT BATOK,6,1,146,Maisonette,67
BUKIT BATOK,6,3,148,Maisonette,68
BUKIT BATOK,6,5,142,Apartment,78
BUKIT BATOK,6,3,144,Apartment,78
BUKIT MERAH,2,3,34,Standard,52
BUKIT MERAH,2,3,42,Standard,53
BUKIT MERAH,2,1,45,Improved,56
BUKIT MERAH,2,3,45,Improved,56
BUKIT MERAH,2,2,47,Standard,48
BUKIT MERAH,2,7,47,Model A,93
BUKIT MERAH,3,2,65,Improved,56
BUKIT MERAH,3,5,60,Standard,48
BUKIT MERAH,3,2,60,Standard,50
BUKIT MERAH,3,1,67,New Generation,59
BUKIT MERAH,3,2,54,Standard,50
BUKIT MERAH,3,2,65,Improved,63
BUKIT MERAH,3,7,65,Improved,54
BUKIT MERAH,3,4,59,Improved,55
BUKIT MERAH,3,3,74,Model A,65
BUKIT MERAH,3,2,59,Standard,51
BUKIT MERAH,3,5,73,Improved,56
BUKIT MERAH,3,4,60,Model A,89
BUKIT MERAH,3,6,60,Model A,83
BUKIT MERAH,3,6,62,Model A,93
BUKIT MERAH,3,2,69,Model A,94
BUKIT MERAH,3,4,69,Model A,94
BUKIT MERAH,3,6,67,Premium Apartment,94
BUKIT MERAH,3,11,68,Premium Apartment,94
BUKIT MERAH,4,1,88,Improved,53
BUKIT MERAH,4,4,91,New Generation,57
BUKIT MERAH,4,2,85,Model A,83
BUKIT MERAH,4,1,90,Model A,89
BUKIT MERAH,4,5,100,Model A,82
BUKIT MERAH,4,7,100,Model A,83
BUKIT MERAH,4,5,100,Model A,86
BUKIT MERAH,4,3,100,Model A,82
BUKIT MERAH,4,2,91,Model A,86
BUKIT MERAH,4,1,90,Model A,83
BUKIT MERAH,4,9,75,Model A,83
BUKIT MERAH,4,2,94,Model A,94
BUKIT MERAH,4,10,75,Model A,83
BUKIT MERAH,4,4,90,Model A,83
BUKIT MERAH,4,3,100,Model A,86
BUKIT MERAH,4,5,94,Model A,94
BUKIT MERAH,4,8,93,Model A,93
BUKIT MERAH,4,2,89,Model A,94
BUKIT MERAH,4,2,95,Premium Apartment,94
BUKIT MERAH,4,14,88,Model A,93
BUKIT MERAH,5,1,119,Improved,79
BUKIT MERAH,5,5,134,Adjoined flat,58
BUKIT MERAH,5,4,116,Improved,86
BUKIT MERAH,5,2,111,Improved,83
BUKIT MERAH,5,3,118,Improved,64
BUKIT MERAH,5,6,125,Standard,60
BUKIT MERAH,5,5,123,Standard,57
BUKIT MERAH,5,1,115,Improved,86
BUKIT MERAH,5,3,115,Improved,81
BUKIT MERAH,5,4,128,Improved,77
BUKIT MERAH,5,7,115,Improved,86
BUKIT MERAH,5,9,110,Improved,84
BUKIT MERAH,5,6,127,Improved,77
BUKIT MERAH,5,6,126,Improved,75
BUKIT MERAH,5,9,110,Improved,83
BUKIT MERAH,5,2,115,Improved,86
BUKIT MERAH,5,10,115,Improved,81
BUKIT PANJANG,2,2,47,Model A,94
BUKIT PANJANG,3,1,73,Model A,68
BUKIT PANJANG,3,2,73,Model A,68
BUKIT PANJANG,3,4,73,Model A,69
BUKIT PANJANG,3,1,73,Model A,69
BUKIT PANJANG,3,4,73,Model A,68
BUKIT PANJANG,3,5,67,Model A,94
BUKIT PANJANG,4,1,84,Simplified,68
BUKIT PANJANG,4,1,91,Model A2,79
BUKIT PANJANG,4,3,108,Model A,69
BUKIT PANJANG,4,4,104,Model A,70
BUKIT PANJANG,4,1,90,Premium Apartment,83
BUKIT PANJANG,4,2,104,Model A,69
BUKIT PANJANG,4,1,101,Model A,78
BUKIT PANJANG,4,2,103,Model A,68
BUKIT PANJANG,4,6,90,Model A,82
BUKIT PANJANG,4,3,103,Model A,79
BUKIT PANJANG,4,2,90,Model A,83
BUKIT PANJANG,4,3,91,Model A2,79
BUKIT PANJANG,4,2,90,Model A,82
BUKIT PANJANG,4,4,103,Model A,69
BUKIT PANJANG,4,6,85,Model A2,83
BUKIT PANJANG,4,6,85,Model A2,83
BUKIT PANJANG,4,2,93,Premium Apartment,85
BUKIT PANJANG,4,2,93,Model A2,79
BUKIT PANJANG,4,4,107,Model A,68
BUKIT PANJANG,4,3,104,Model A,69
BUKIT PANJANG,4,2,90,Premium Apartment,85
BUKIT PANJANG,4,5,91,Premium Apartment,82
BUKIT PANJANG,4,3,90,Premium Apartment,85
BUKIT PANJANG,4,2,102,Model A,79
BUKIT PANJANG,4,4,90,Premium Apartment,85
BUKIT PANJANG,4,4,93,Premium Apartment,85
BUKIT PANJANG,4,5,101,Model A,78
BUKIT PANJANG,4,4,93,Premium Apartment,85
BUKIT PANJANG,4,2,100,Model A,80
BUKIT PANJANG,4,2,93,Premium Apartment,93
BUKIT PANJANG,4,3,93,Premium Apartment,93
BUKIT PANJANG,4,4,93,Premium Apartment,93
BUKIT PANJANG,4,5,91,Model A2,79
BUKIT PANJANG,4,5,93,Premium Apartment,93
BUKIT PANJANG,4,6,100,Model A,80
BUKIT PANJANG,4,3,104,Model A,78
BUKIT PANJANG,4,4,100,Model A,79
BUKIT PANJANG,4,2,101,Model A,78
BUKIT PANJANG,4,2,94,Premium Apartment,84
BUKIT PANJANG,4,6,103,Model A,79
BUKIT PANJANG,4,8,102,Model A,79
BUKIT PANJANG,5,1,122,Improved,69
BUKIT PANJANG,5,4,110,Premium Apartment,83
BUKIT PANJANG,5,3,111,Premium Apartment,83
BUKIT PANJANG,5,1,121,Improved,78
BUKIT PANJANG,5,2,122,Improved,69
BUKIT PANJANG,5,2,122,Improved,69
BUKIT PANJANG,5,2,121,Improved,79
BUKIT PANJANG,5,2,122,Improved,69
BUKIT PANJANG,5,5,117,Improved,78
BUKIT PANJANG,5,5,132,Improved,69
BUKIT PANJANG,5,4,110,Improved,82
BUKIT PANJANG,5,3,122,Improved,69
BUKIT PANJANG,5,7,110,Premium Apartment,85
BUKIT PANJANG,5,6,111,Improved,82
BUKIT PANJANG,5,2,110,Improved,82
BUKIT PANJANG,5,10,110,Premium Apartment,85
BUKIT PANJANG,5,3,121,Improved,79
BUKIT PANJANG,5,5,110,Improved,82
BUKIT PANJANG,5,9,121,Improved,80
BUKIT PANJANG,6,3,130,Premium Apartment,82
BUKIT PANJANG,6,4,130,Premium Apartment,82
BUKIT PANJANG,6,1,146,Maisonette,68
BUKIT PANJANG,6,1,150,Maisonette,69
BUKIT PANJANG,6,3,130,Premium Apartment,82
BUKIT PANJANG,6,4,130,Apartment,82
BUKIT PANJANG,6,1,146,Maisonette,69
BUKIT PANJANG,6,4,129,Apartment,82
BUKIT PANJANG,6,7,140,Apartment,79
BUKIT PANJANG,6,5,145,Maisonette,79
BUKIT TIMAH,3,4,64,Improved,54
BUKIT TIMAH,5,1,128,Improved,69
CENTRAL AREA,3,2,65,Improved,58
CENTRAL AREA,3,5,75,Model A,65
CENTRAL AREA,3,2,72,Model A,66
CENTRAL AREA,3,4,67,Improved,55
CENTRAL AREA,3,7,70,Improved,57
CENTRAL AREA,3,6,68,Improved,61
CENTRAL AREA,4,5,85,Model A,83
CENTRAL AREA,4,2,85,Model A,83
CENTRAL AREA,4,6,83,Improved,61
CENTRAL AREA,4,3,92,New Generation,65
CENTRAL AREA,4,16,93,Type S1,91
CENTRAL AREA,4,16,93,Type S1,91
CENTRAL AREA,5,5,105,Improved,83
CENTRAL AREA,5,5,105,Type S2,91
CENTRAL AREA,5,7,107,Type S2,91
CENTRAL AREA,5,12,108,Type S2,91
CHOA CHU KANG,3,3,67,New Generation,59
CHOA CHU KANG,3,2,73,Model A,70
CHOA CHU KANG,3,2,74,Model A,64
CHOA CHU KANG,3,4,68,Model A,94
CHOA CHU KANG,4,2,104,Model A,75
CHOA CHU KANG,4,1,91,Model A,83
CHOA CHU KANG,4,2,90,Model A,83
CHOA CHU KANG,4,1,90,Model A,83
CHOA CHU KANG,4,3,104,Model A,71
CHOA CHU KANG,4,1,105,Model A,73
CHOA CHU KANG,4,1,102,Model A,79
CHOA CHU KANG,4,3,104,Model A,69
CHOA CHU KANG,4,3,90,Model A,83
CHOA CHU KANG,4,5,90,Model A,83
CHOA CHU KANG,4,1,106,Model A,76
CHOA CHU KANG,4,4,90,Model A,84
CHOA CHU KANG,4,1,106,Model A,74
CHOA CHU KANG,4,1,102,Model A,77
CHOA CHU KANG,4,1,91,Model A2,78
CHOA CHU KANG,4,6,91,Model A2,80
CHOA CHU KANG,4,8,91,Model A,84
CHOA CHU KANG,4,1,104,Model A,74
CHOA CHU KANG,4,1,106,Premium Apartment,80
CHOA CHU KANG,4,8,91,Model A,84
CHOA CHU KANG,4,1,104,Model A,74
CHOA CHU KANG,4,4,100,Model A,78
CHOA CHU KANG,4,3,101,Model A,78
CHOA CHU KANG,4,5,104,Premium Apartment,79
CHOA CHU KANG,4,5,101,Model A,79
CHOA CHU KANG,4,4,101,Model A,80
CHOA CHU KANG,4,1,108,Model A,77
CHOA CHU KANG,4,2,92,Model A,94
CHOA CHU KANG,4,3,102,Premium Apartment,80
CHOA CHU KANG,4,1,108,Model A,77
CHOA CHU KANG,4,3,109,Model A,71
CHOA CHU KANG,4,2,92,Model A,94
CHOA CHU KANG,4,3,107,Model A,76
CHOA CHU KANG,4,4,106,Model A,73
CHOA CHU KANG,4,1,104,Model A,74
CHOA CHU KANG,4,1,92,Model A,94
CHOA CHU KANG,4,6,92,Model A,94
CHOA CHU KANG,4,2,100,Premium Apartment,78
CHOA CHU KANG,5,5,110,Improved,82
CHOA CHU KANG,5,4,110,Improved,83
CHOA CHU KANG,5,7,110,Improved,84
CHOA CHU KANG,5,3,110,Improved,82
CHOA CHU KANG,5,2,120,Improved,77
CHOA CHU KANG,5,4,110,Improved,83
CHOA CHU KANG,5,5,110,Improved,82
CHOA CHU KANG,5,4,110,Improved,83
CHOA CHU KANG,5,7,110,Improved,83
CHOA CHU KANG,5,8,119,Improved,59
CHOA CHU KANG,5,4,129,Improved,75
CHOA CHU KANG,5,3,121,Premium Apartment,79
CHOA CHU KANG,5,4,124,Premium Apartment,80
CHOA CHU KANG,5,8,110,Improved,84
CHOA CHU KANG,5,5,124,Premium Apartment,80
CHOA CHU KANG,5,1,125,Improved,73
CHOA CHU KANG,5,3,123,Improved,77
CHOA CHU KANG,5,4,126,Improved,76
CHOA CHU KANG,5,2,123,Premium Apartment,80
CHOA CHU KANG,5,2,127,Premium Apartment,78
CHOA CHU KANG,5,4,127,Premium Apartment,78
CHOA CHU KANG,5,4,127,Premium Apartment,78
CHOA CHU KANG,6,1,145,Apartment,74
CHOA CHU KANG,6,2,146,Maisonette,70
CHOA CHU KANG,6,3,146,Maisonette,73
CHOA CHU KANG,6,3,146,Maisonette,70
CHOA CHU KANG,6,4,148,Apartment,73
CHOA CHU KANG,6,1,154,Maisonette,76
CLEMENTI,2,4,49,Model A,94
CLEMENTI,3,1,67,New Generation,58
CLEMENTI,3,3,67,New Generation,61
CLEMENTI,3,5,67,New Generation,61
CLEMENTI,3,4,68,New Generation,61
CLEMENTI,3,3,67,New Generation,59
CLEMENTI,3,2,67,New Generation,61
CLEMENTI,3,1,67,New Generation,60
CLEMENTI,3,3,67,New Generation,60
CLEMENTI,3,1,67,New Generation,58
CLEMENTI,3,4,82,New Generation,60
CLEMENTI,3,3,67,New Generation,58
CLEMENTI,3,4,67,New Generation,61
CLEMENTI,3,3,82,New Generation,58
CLEMENTI,3,3,67,New Generation,59
CLEMENTI,3,4,67,New Generation,59
CLEMENTI,3,2,82,New Generation,58
CLEMENTI,3,6,61,Model A,83
CLEMENTI,3,4,82,New Generation,61
CLEMENTI,3,8,70,Model A,93
CLEMENTI,4,2,90,New Generation,60
CLEMENTI,4,4,92,New Generation,59
CLEMENTI,4,2,91,New Generation,60
CLEMENTI,4,4,92,New Generation,58
CLEMENTI,4,4,97,New Generation,58
CLEMENTI,4,5,97,New Generation,58
CLEMENTI,4,4,91,New Generation,59
CLEMENTI,4,5,92,New Generation,59
CLEMENTI,4,3,91,New Generation,58
CLEMENTI,4,5,90,Model A,83
CLEMENTI,4,5,90,Model A,87
CLEMENTI,4,8,100,Model A,94
CLEMENTI,4,7,100,Model A,94
CLEMENTI,5,5,119,Improved,60
CLEMENTI,5,3,125,Improved,59
CLEMENTI,5,2,118,Improved,61
CLEMENTI,6,4,161,Maisonette,65
CLEMENTI,6,3,146,Maisonette,65
CLEMENTI,6,3,147,Maisonette,65
GEYLANG,3,1,60.3,Standard,47
GEYLANG,3,1,55,Standard,49
GEYLANG,3,1,60,Improved,50
GEYLANG,3,1,55,Standard,49
GEYLANG,3,2,60.3,Standard,47
GEYLANG,3,2,59,Standard,47
GEYLANG,3,2,59,Standard,53
GEYLANG,3,3,60,Standard,51
GEYLANG,3,4,59,Improved,58
GEYLANG,3,4,67,Standard,47
GEYLANG,3,2,64,Simplified,81
GEYLANG,3,3,65,Improved,57
